scenario,concurrency,request_id,timestamp,completed_timestamp,selected_node,physical_node,selection_reason,queue_length,active_requests,cpu_utilization_percent,gpu_utilization_percent,gpu_memory_utilization_percent,ram_utilization_percent,temperature_celsius,ttft_ms,tokens_per_second,rtt_ms,predicted_e2e_ms,actual_e2e_ms,worker_actual_e2e_ms,status,error
static_nano,1,dce0fd0e-c2c9-400d-948d-0d4f7adc40c5,1788350218.1929085,1788350218.7295587,nano,etri-dev0001-jetorn,policy:static:nano,0,0,3.912,,,41.679,40.468,138.365,20.256,13.769,391.554,536.649,533.608,ok,
static_nano,2,14d5872e-eff1-4337-a961-3171fc9c9f94,1788350220.8417351,1788350221.369451,nano,etri-dev0001-jetorn,policy:static:nano,0,0,23.256,,,41.679,40.5,138.926,20.521,15.212,431.946,527.715,522.971,ok,
static_nano,2,3db32acf-c4ec-420b-897a-842e6d0a1191,1788350220.8429976,1788350221.7681212,nano,etri-dev0001-jetorn,policy:static:nano,0,0,,,,41.679,40.5,573.103,22.933,17.584,434.318,925.123,920.035,ok,
static_nano,4,8779495e-86d8-44d3-9bc8-9461031ae5ba,1788350223.9526367,1788350224.4128394,nano,etri-dev0001-jetorn,policy:static:nano,0,0,1.839,,,41.679,40.281,113.651,23.375,109.999,541.982,460.201,455.875,ok,
static_nano,4,1ea70b50-83b9-4856-9256-221f4f8e9bac,1788350224.021559,1788350224.7693412,nano,etri-dev0001-jetorn,policy:static:nano,0,0,,,,41.679,40.281,435.465,26.293,109.488,541.471,747.781,738.265,ok,
static_nano,4,255129a9-e977-47e7-85e0-53de64801759,1788350224.027987,1788350225.1522338,nano,etri-dev0001-jetorn,policy:static:nano,0,0,,,,41.679,40.281,787.614,24.265,110.883,542.866,1124.246,1114.39,ok,
static_nano,4,bb6e2f21-5a18-4045-ab4e-f9a7fb6c013e,1788350224.029528,1788350225.513392,nano,etri-dev0001-jetorn,policy:static:nano,0,0,0.0,,,41.679,40.343,1163.685,26.83,121.097,553.08,1483.863,1467.384,ok,
static_nano,8,417fd09b-2b46-451e-a2ec-5d53d382bd02,1788350228.043348,1788350228.5728211,nano,etri-dev0001-jetorn,policy:static:nano,0,0,2.935,,,41.685,40.812,130.753,21.726,364.251,761.071,529.472,492.326,ok,
static_nano,8,d04159f6-8773-476e-b56b-f1689241d33f,1788350228.1090474,1788350228.9331086,nano,etri-dev0001-jetorn,policy:static:nano,0,0,50.0,,,41.685,40.812,511.402,26.68,364.342,761.162,824.06,814.692,ok,
static_nano,8,d1cde7d2-73b7-40e4-b5b2-2a23fe5e3a06,1788350228.207279,1788350229.2924109,nano,etri-dev0001-jetorn,policy:static:nano,0,0,,,,41.685,40.812,775.769,26.513,451.725,848.545,1085.13,1078.212,ok,
