scenario,concurrency,request_id,timestamp,completed_timestamp,selected_node,physical_node,selection_reason,queue_length,active_requests,cpu_utilization_percent,gpu_utilization_percent,gpu_memory_utilization_percent,ram_utilization_percent,temperature_celsius,ttft_ms,tokens_per_second,rtt_ms,predicted_e2e_ms,actual_e2e_ms,worker_actual_e2e_ms,status,error
dynamic,1,5a626bf1-87fa-4249-8659-f69cec51620a,1788350307.7540193,1788350308.306016,nano,etri-dev0001-jetorn,hold:nano:hysteresis_or_improvement_gate,0,0,4.324,,,41.519,40.093,125.327,19.005,14.265,425.011,551.995,548.294,ok,
dynamic,1,13d9aa8f-eb06-4227-b291-fb8280503d81,1788350308.3765001,1788350308.789277,nano,etri-dev0001-jetorn,hold:nano:hysteresis_or_improvement_gate,0,0,92.201,,,41.525,40.875,62.532,23.068,7.437,452.562,412.775,409.524,ok,
dynamic,2,2e968d0a-7c15-474e-838c-54ecd7b23733,1788350312.0110195,1788350312.2521026,agx,etri-ser0001-cg0msb,offload:nano->agx:predicted_improvement=0.609,0,0,13.158,0.0,11.049,18.892,35.0,55.93,43.621,8.524,207.671,241.082,238.592,ok,
dynamic,2,cecedd09-56cc-493a-aa73-f3102de14cd9,1788350312.013226,1788350312.448478,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,0,,0.0,11.049,18.892,35.0,263.591,47.464,11.165,210.312,435.25,432.656,ok,
dynamic,2,ed950675-6946-4e12-bed2-edd3d1a15084,1788350312.3008356,1788350312.6486878,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,31.054,0.0,11.049,18.893,55.0,173.116,46.28,3.216,421.226,347.852,346.523,ok,
dynamic,2,b440ac9e-c8a0-4e39-bcc6-2b1fa02b3bc3,1788350312.4980145,1788350312.8459883,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,35.484,0.0,11.049,18.893,60.0,175.966,46.945,3.138,414.774,347.973,346.625,ok,
dynamic,4,1a0d3e11-5848-4b9d-bcc9-701814ec5e08,1788350316.0281205,1788350316.2445557,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,0,20.0,0.0,11.049,18.889,61.0,30.328,43.294,1.994,204.632,216.435,215.324,ok,
dynamic,4,be660369-4b2a-4771-ab45-fb261c71f1fd,1788350316.0286531,1788350316.4463592,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,0,10.822,0.0,11.049,18.889,61.0,242.523,46.069,2.929,205.567,417.705,416.757,ok,
dynamic,4,073dd890-4ea3-4725-a851-f1785c8eb6b8,1788350316.113627,1788350316.6461291,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,1,1,33.88,0.0,11.049,18.891,52.0,358.257,46.423,4.838,612.752,532.502,531.145,ok,
dynamic,4,8af2b2da-9d45-429f-911c-4f14fb796bc1,1788350316.1151476,1788350316.8539126,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,1,1,,0.0,11.049,18.891,52.0,556.637,44.322,4.56,612.474,738.764,737.787,ok,
dynamic,4,51bb2ecf-3add-40db-9b0c-865fadda45f5,1788350316.2961183,1788350317.0576568,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,2,1,44.966,0.0,11.049,18.892,73.0,584.444,45.619,3.35,826.582,761.538,760.019,ok,
dynamic,4,7d7ad07c-c1a2-42e7-a0a8-b42f2d41b8a8,1788350316.4985409,1788350317.262894,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,2,1,36.688,0.0,11.049,18.892,61.0,587.628,45.554,3.097,822.221,764.352,763.33,ok,
dynamic,4,64e69c58-32b6-410c-8d5f-54a44d87ca29,1788350316.6968625,1788350317.4603832,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,2,1,37.185,0.0,11.049,18.892,64.0,592.963,47.336,3.147,817.195,763.52,762.217,ok,
dynamic,4,4aa51947-5664-41e7-a866-c30163da0e13,1788350316.9036658,1788350317.6587634,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,2,1,40.625,0.0,11.049,18.892,64.0,582.401,46.733,2.952,821.116,755.097,753.82,ok,
dynamic,8,74c46220-1b6a-4438-a796-5fcd9b869d9e,1788350321.204854,1788350321.4589732,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,0,6.299,0.0,11.049,18.783,45.0,54.968,40.396,2.251,203.899,254.118,252.297,ok,
dynamic,8,cf9425c5-f56a-4d3e-9db7-01e904396f5b,1788350321.3169432,1788350321.6672163,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,33.193,0.0,11.049,18.78,35.0,170.416,44.953,5.222,408.518,350.273,348.859,ok,
dynamic,8,d036d47e-bce4-43b5-b8a0-249d9dd334e4,1788350321.3211696,1788350321.8774204,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,,0.0,11.049,18.78,35.0,375.131,44.584,5.906,409.202,556.25,554.958,ok,
dynamic,8,3c4a7cd6-fa9d-4329-bb9b-debcfb0cd77e,1788350321.3252923,1788350322.0861297,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,46.154,0.0,11.049,18.78,35.0,578.971,44.381,5.437,408.733,760.837,759.732,ok,
dynamic,8,ce3e44f1-bfad-483a-b024-f2123f7b19de,1788350321.407667,1788350322.2964466,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,50.0,0.0,11.049,18.78,37.0,707.364,44.568,7.804,411.1,888.779,887.227,ok,
dynamic,8,f20d509c-3ef0-4df8-824a-49946493f940,1788350321.4081879,1788350322.4945502,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,53.846,0.0,11.049,18.78,37.0,914.29,46.967,8.584,411.88,1086.362,1085.064,ok,
dynamic,8,6e237ee1-2431-4e29-9c88-58e82eb68b72,1788350321.409385,1788350322.693493,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,,0.0,11.049,18.78,38.0,1111.462,46.747,6.743,410.039,1284.108,1283.118,ok,
dynamic,8,47424f4d-69d2-48e2-8db5-3d920f6f38a2,1788350321.4097788,1788350322.8945618,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,0,1,62.5,0.0,11.049,18.78,37.0,1309.573,46.074,5.19,408.486,1484.782,1483.754,ok,
dynamic,8,d1be6bd9-1c94-40c6-94bb-9dd3fd7787fe,1788350321.5024073,1788350323.0947804,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,6,1,49.524,0.0,11.049,18.78,54.0,1417.699,46.282,3.234,1717.682,1592.373,1591.168,ok,
dynamic,8,4f4b01ea-33a3-4d9b-b23a-8681021cb913,1788350321.7123187,1788350323.2969708,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,6,1,42.799,0.0,11.049,18.781,81.0,1410.783,46.42,3.441,1705.601,1584.651,1583.234,ok,
dynamic,8,0b941773-c632-4505-8e48-fb06b2033f6e,1788350321.9248803,1788350323.4951317,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,6,1,39.648,0.0,11.049,18.781,63.0,1398.615,47.038,3.189,1700.029,1570.251,1568.843,ok,
dynamic,8,7458fc0d-b177-4645-9862-dcc90182ac30,1788350322.139207,1788350323.6946046,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,6,1,43.539,0.0,11.049,18.786,80.0,1381.32,46.44,3.538,1693.754,1555.397,1553.872,ok,
dynamic,8,a7f59a0f-608c-4f86-965e-3edd04fdaac4,1788350322.3478947,1788350323.895884,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,6,1,40.04,0.0,11.049,18.787,68.0,1373.927,46.443,3.163,1690.675,1547.989,1546.518,ok,
dynamic,8,047a27b6-4944-48f9-b2f2-ac56d9dfd653,1788350322.5369372,1788350324.0930066,agx,etri-ser0001-cg0msb,hold:agx:hysteresis_or_improvement_gate,6,1,35.745,0.0,11.049,18.787,68.0,1384.743,47.154,3.051,1664.795,1556.068,1554.796,ok,
