scenario,concurrency,request_id,timestamp,completed_timestamp,selected_node,physical_node,selection_reason,queue_length,active_requests,cpu_utilization_percent,gpu_utilization_percent,gpu_memory_utilization_percent,ram_utilization_percent,temperature_celsius,ttft_ms,tokens_per_second,rtt_ms,predicted_e2e_ms,actual_e2e_ms,worker_actual_e2e_ms,status,error
static_agx,1,2c901f65-5bd5-4375-92b5-7ddb707bf0b0,1788350249.421068,1788350249.6744304,agx,etri-ser0001-cg0msb,policy:static:agx,0,0,7.755,0.0,11.049,18.96,40.0,76.713,46.011,2.938,1221.953,253.362,251.563,ok,
static_agx,2,687f2585-f73b-489b-ae62-104e02da47a0,1788350251.7329078,1788350251.9359608,agx,etri-ser0001-cg0msb,policy:static:agx,0,0,,0.0,11.049,18.954,49.0,28.445,46.151,2.187,979.333,203.053,202.056,ok,
static_agx,2,5770cc7f-ceca-4e7b-8c5e-0424403b4d6e,1788350251.7336726,1788350252.1381328,agx,etri-ser0001-cg0msb,policy:static:agx,0,0,12.439,0.0,11.049,18.954,49.0,228.393,45.688,1.762,978.908,404.459,403.776,ok,
static_agx,4,879d60c8-364f-4c76-9efd-39186affe5b5,1788350254.3331819,1788350254.58098,agx,etri-ser0001-cg0msb,policy:static:agx,0,0,0.0,0.0,11.049,18.957,38.0,55.648,41.944,3.211,641.302,247.797,245.609,ok,
static_agx,4,3867d405-8b09-4ede-b261-8d02b1cded19,1788350254.3345885,1788350254.7839673,agx,etri-ser0001-cg0msb,policy:static:agx,0,0,12.291,0.0,11.049,18.957,38.0,272.082,45.8,3.124,641.215,449.378,447.018,ok,
static_agx,4,da322584-e5c2-4264-a790-9f500d46a10a,1788350254.4366572,1788350254.9828606,agx,etri-ser0001-cg0msb,policy:static:agx,1,1,50.0,0.0,11.049,18.956,35.0,372.896,46.634,12.592,1926.865,546.203,544.732,ok,
static_agx,4,6dfaba17-1049-471c-b7c4-36341ef1ad7a,1788350254.4368312,1788350255.186206,agx,etri-ser0001-cg0msb,policy:static:agx,1,1,22.843,0.0,11.049,18.956,35.0,571.184,45.311,13.139,1927.412,749.374,747.997,ok,
static_agx,8,71ba568e-0640-44aa-93de-eaebb869a1f0,1788350257.7391832,1788350257.9549503,agx,etri-ser0001-cg0msb,policy:static:agx,0,0,6.455,0.0,11.049,18.95,35.0,29.072,43.149,6.845,351.311,215.767,214.779,ok,
static_agx,8,21eb9a17-f351-4a48-b311-f2832ee46d5a,1788350257.8994083,1788350258.1667545,agx,etri-ser0001-cg0msb,policy:static:agx,0,1,47.273,0.0,11.049,18.952,51.0,82.766,43.671,3.289,692.221,267.345,266.309,ok,
static_agx,8,7d01e760-1064-4ed8-b492-3a088303a50c,1788350257.912914,1788350258.3655043,agx,etri-ser0001-cg0msb,policy:static:agx,0,1,0.0,0.0,11.049,18.953,51.0,279.829,46.789,3.471,692.403,452.589,451.117,ok,
static_agx,8,b8a3b1c2-314c-4183-924f-7aeea4637a67,1788350257.9130986,1788350258.5634806,agx,etri-ser0001-cg0msb,policy:static:agx,0,1,44.828,0.0,11.049,18.953,52.0,478.306,46.988,4.194,693.126,650.381,648.808,ok,
static_agx,8,0aeea371-335a-4c1d-8cc6-d0ec4d39fbba,1788350257.913318,1788350258.7627134,agx,etri-ser0001-cg0msb,policy:static:agx,0,1,50.0,0.0,11.049,18.953,52.0,676.077,46.665,3.74,692.672,849.395,847.753,ok,
static_agx,8,5e58f3dd-63f1-45fb-80dc-5ce4427f337f,1788350258.000652,1788350258.9596615,agx,etri-ser0001-cg0msb,policy:static:agx,3,1,33.333,0.0,11.049,18.953,53.0,788.483,47.324,2.947,1563.162,959.009,957.673,ok,
static_agx,8,534c6868-933e-412e-afcd-4da65b791866,1788350258.0010912,1788350259.159183,agx,etri-ser0001-cg0msb,policy:static:agx,3,1,44.162,0.0,11.049,18.953,53.0,984.223,46.408,5.061,1565.276,1158.091,1156.98,ok,
static_agx,8,51f83909-cfd9-41d8-9c31-847fba796b1e,1788350258.001358,1788350259.359224,agx,etri-ser0001-cg0msb,policy:static:agx,3,1,,0.0,11.049,18.953,53.0,1184.256,46.348,3.842,1564.057,1357.866,1356.991,ok,
static_agx,16,548e2107-7d82-49e4-ae95-76619d1bdd6e,1788350262.1167667,1788350262.3268797,agx,etri-ser0001-cg0msb,policy:static:agx,0,0,9.113,0.0,11.049,18.949,50.0,27.935,44.169,1.846,216.468,210.113,209.168,ok,
static_agx,16,ec706c03-e15e-4afc-83c1-768f00cbd2b1,1788350262.1197238,1788350262.5281148,agx,etri-ser0001-cg0msb,policy:static:agx,0,0,11.111,0.0,11.049,18.949,53.0,233.912,46.231,2.17,216.792,408.39,407.231,ok,
static_agx,16,32ee0728-01c5-4122-9665-87793d3e80e5,1788350262.2075768,1788350262.7293272,agx,etri-ser0001-cg0msb,policy:static:agx,1,1,37.441,0.0,11.049,18.949,53.0,347.618,46.256,3.256,647.122,521.75,520.747,ok,
static_agx,16,c5c4a300-7fcb-40c3-90af-a97d865c8cb3,1788350262.2258127,1788350262.9358165,agx,etri-ser0001-cg0msb,policy:static:agx,1,1,0.0,0.0,11.049,18.949,63.0,529.661,44.727,4.916,648.782,710.003,708.763,ok,
static_agx,16,d9ea787c-19ad-4162-bb91-4e2ea5f9fade,1788350262.2268093,1788350263.1403494,agx,etri-ser0001-cg0msb,policy:static:agx,1,1,,0.0,11.049,18.949,56.0,736.158,45.384,5.25,649.116,913.54,912.626,ok,
static_agx,16,30ed30e0-42b9-4237-a659-63410e295b85,1788350262.309842,1788350263.3393645,agx,etri-ser0001-cg0msb,policy:static:agx,1,1,50.0,0.0,11.049,18.949,58.0,857.01,46.773,7.673,651.539,1029.522,1028.338,ok,
static_agx,16,a17ee273-6c22-43fd-8a7d-4c121bae85d2,1788350262.3175654,1788350263.5432916,agx,etri-ser0001-cg0msb,policy:static:agx,1,1,50.0,0.0,11.049,18.949,60.0,1047.416,45.293,6.946,650.812,1225.726,1224.422,ok,
static_agx,16,db295fe4-0ceb-4c34-acb9-3f4cdb02dda9,1788350262.3177404,1788350263.7552788,agx,etri-ser0001-cg0msb,policy:static:agx,1,1,50.0,0.0,11.049,18.949,56.0,1253.818,43.958,5.382,649.248,1437.538,1436.004,ok,
static_agx,16,21851519-f328-45fb-99d7-f4e9cac4d9ff,1788350262.717424,1788350263.9641466,agx,etri-ser0001-cg0msb,policy:static:agx,5,1,37.223,0.0,11.049,18.953,65.0,1065.224,44.447,3.246,1474.765,1246.722,1245.349,ok,
static_agx,16,62bf61b6-fe0d-4d31-b52d-65389c807494,1788350262.8150327,1788350264.1777365,agx,etri-ser0001-cg0msb,policy:static:agx,5,1,37.811,0.0,11.049,18.953,63.0,1175.445,43.16,3.364,1459.098,1362.703,1361.048,ok,
static_agx,16,48d17b62-be2d-4197-bc39-80578f446685,1788350262.81806,1788350264.3774765,agx,etri-ser0001-cg0msb,policy:static:agx,5,1,54.545,0.0,11.049,18.953,64.0,1386.574,46.631,2.569,1458.303,1559.416,1558.227,ok,
static_agx,16,cf77898a-1e81-4c65-8184-f26009b2d4fd,1788350262.8206377,1788350264.573946,agx,etri-ser0001-cg0msb,policy:static:agx,5,1,50.0,0.0,11.049,18.953,64.0,1582.617,47.31,5.544,1461.278,1753.308,1752.065,ok,
static_agx,16,edfa22a4-88a4-4778-82c8-1203b8d36e09,1788350262.820922,1788350264.7707164,agx,etri-ser0001-cg0msb,policy:static:agx,5,1,,0.0,11.049,18.953,64.0,1779.053,47.263,4.77,1460.504,1949.794,1948.492,ok,
static_agx,16,046eb7df-8e22-41fa-bce8-7e1c883c4265,1788350262.821402,1788350264.9679563,agx,etri-ser0001-cg0msb,policy:static:agx,5,1,37.5,0.0,11.049,18.953,64.0,1976.044,47.286,5.444,1461.178,2146.553,2145.443,ok,
static_agx,16,3f6e9ae4-b4e9-4038-ac7b-f51dd7ded41b,1788350262.9148278,1788350265.1669595,agx,etri-ser0001-cg0msb,policy:static:agx,10,1,39.912,0.0,11.049,18.953,65.0,2078.487,46.498,4.403,2499.947,2252.131,2250.819,ok,
static_agx,16,f3d6da5b-637d-4c62-9530-ac5a3f1d60ed,1788350262.9168694,1788350265.3624647,agx,etri-ser0001-cg0msb,policy:static:agx,10,1,,0.0,11.049,18.953,65.0,2275.706,47.431,4.331,2499.875,2445.595,2444.743,ok,
