request_id,method,selected_node,requested_concurrency,nano_expected_ms,activation_time_ms,rtt_ms,worker_actual_e2e_ms,offload_cost_ms,offloading_gain_ms,beneficial
1ac4513e-9153-4562-8b7e-118b834c5eca,cached_on_demand,agx,1,455.8562727272727,1187.222,27.42,224.678,1439.3200000000002,-983.4637272727275,False
f230e112-1807-4df6-b943-d1be325e88cc,cached_on_demand,spark,1,455.8562727272727,1187.079,21.01,260.239,1468.328,-1012.4717272727273,False
187c84ea-f288-4fc0-84d1-f3d9b442156b,cached_on_demand,agx,8,3178.8714285714286,1249.991,19.411,278.499,1547.901,1630.9704285714286,True
aeb895b8-013c-4ede-ab9e-b712db17e5b7,cached_on_demand,agx,8,3178.8714285714286,0.0,8.382,355.868,364.25,2814.6214285714286,True
f20582d1-9b3f-4feb-9b44-9c42816673a7,cached_on_demand,agx,8,3178.8714285714286,0.0,9.53,516.021,525.5509999999999,2653.3204285714287,True
f45e569a-a02f-4e2e-a808-eeb99f06f881,cached_on_demand,agx,8,3178.8714285714286,0.0,9.207,573.304,582.511,2596.3604285714287,True
4d4092db-012f-4604-a4ef-84cbb9a3f078,cached_on_demand,agx,8,3178.8714285714286,0.0,10.933,648.939,659.872,2518.999428571429,True
b8e818af-8d82-44c5-ad9b-b7d0f680599c,cached_on_demand,agx,8,3178.8714285714286,0.0,10.004,722.281,732.285,2446.5864285714288,True
c289f78d-bd87-4028-a4ed-5d67334e0255,cached_on_demand,agx,8,3178.8714285714286,0.0,9.588,789.471,799.059,2379.8124285714284,True
cf7135b3-c44a-44e9-8b2f-0850e996082a,cached_on_demand,agx,8,3178.8714285714286,0.0,10.831,867.257,878.088,2300.783428571429,True
407db525-d156-4bdb-b46f-d94b233d8e38,cached_on_demand,agx,8,3178.8714285714286,0.0,9.395,1017.796,1027.191,2151.680428571429,True
7b23a507-5fb8-4604-80c2-1d0fef0b9ba8,cached_on_demand,agx,8,3178.8714285714286,0.0,8.21,1171.911,1180.121,1998.7504285714285,True
d271c5f0-b434-4210-a4d2-e1a9e923fb67,cached_on_demand,agx,8,3178.8714285714286,0.0,10.268,1153.336,1163.604,2015.2674285714286,True
73fe5f2d-d71c-476a-9711-9d6449a17448,cached_on_demand,agx,8,3178.8714285714286,0.0,10.134,1219.34,1229.474,1949.3974285714287,True
ae5190b4-ad20-47c8-80a4-baa99d19888c,cached_on_demand,agx,8,3178.8714285714286,0.0,11.581,1306.322,1317.9029999999998,1860.9684285714288,True
1603b250-2b97-4a12-a69b-4f6bfbc42591,cached_on_demand,agx,8,3178.8714285714286,0.0,9.758,1356.561,1366.319,1812.5524285714287,True
c69f2106-8c53-4fd1-836a-d50f09cf87f0,cached_on_demand,agx,8,3178.8714285714286,0.0,8.935,1519.325,1528.26,1650.6114285714286,True
9eb4b702-8fe3-4791-8059-5a99722a4d45,cached_on_demand,agx,8,3178.8714285714286,0.0,9.857,1578.853,1588.71,1590.1614285714286,True
463860cd-b3c6-4d91-b733-c70b83ea1542,cached_on_demand,agx,8,3178.8714285714286,0.0,7.884,1575.585,1583.469,1595.4024285714286,True
8c3e0970-121b-44cc-8e99-654bc8c2ac87,cached_on_demand,agx,8,3178.8714285714286,0.0,9.528,1571.249,1580.777,1598.0944285714286,True
7fa4162c-fab2-41e2-a916-b67dba931355,cached_on_demand,agx,8,3178.8714285714286,0.0,10.355,1563.733,1574.088,1604.7834285714287,True
97f3aaf1-964f-4254-8e11-56c4aae1dc2f,cached_on_demand,agx,8,3178.8714285714286,0.0,10.819,1555.71,1566.529,1612.3424285714286,True
dd170843-2b7c-4b8f-a9a0-e305b1a8c381,cached_on_demand,agx,8,3178.8714285714286,0.0,8.964,1554.153,1563.117,1615.7544285714287,True
59a7fd29-cb78-4d47-a461-32ec226ec042,cached_on_demand,agx,8,3178.8714285714286,0.0,9.584,1546.355,1555.939,1622.9324285714285,True
27ffcc67-3af1-4c6f-98fc-bc57f40c952e,cached_on_demand,agx,8,3178.8714285714286,0.0,9.14,1541.075,1550.2150000000001,1628.6564285714285,True
5be94f58-72a2-4a16-bda8-6263e51cae59,cached_on_demand,agx,8,3178.8714285714286,0.0,9.012,1552.309,1561.321,1617.5504285714287,True
