actual_input_tokens,actual_output_tokens,cache_prompt,case,completed_at,concurrency,decode_tokens_per_second,fallback,first_at,generator_delay_ms,ignore_eos,input_tokens,input_tokens_requested,latency_ms,offered_rps,output_tokens_requested,partial_response,pattern,phase,planned_at,pure_network_ms,request_id,requester,retry,run_id,selected_node,sent_at,server_timings,status,stop_type,target_output_tokens,tokens_cached,ttft_ms,zero_prefix_reuse_verified
512,128,False,i512-o128-c1,1788845195.2479765,1,65.99315541855769,False,1788845193.3230574,4.731893539428711,True,512,512,2100.735897998675,,128,True,wave,measure,1788845193.1425078,,i512-o128-c1-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845193.1472397,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 172.936, 'prompt_per_token_ms': 0.337765625, 'prompt_per_second': 2960.6328352685387, 'predicted_n': 128, 'predicted_ms': 1924.442, 'predicted_per_token_ms': 15.153086614173228, 'predicted_per_second': 65.99315541855769}",ok,limit,128,639,175.81710500235204,True
512,128,False,i512-o128-c2,1788845197.36464,2,65.4186302987159,False,1788845195.4228785,0.43845176696777344,True,512,512,2115.5122370037134,,128,True,wave,measure,1788845195.2486897,,i512-o128-c2-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845195.249128,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 170.986, 'prompt_per_token_ms': 0.33395703125, 'prompt_per_second': 2994.3972021101144, 'predicted_n': 128, 'predicted_ms': 1941.343, 'predicted_per_token_ms': 15.28616535433071, 'predicted_per_second': 65.4186302987159}",ok,limit,128,639,173.75148800056195,True
512,128,False,i512-o128-c2,1788845199.4752004,2,65.57671623818909,False,1788845197.5376956,1.3048648834228516,True,512,512,4225.206085000536,,128,True,wave,measure,1788845195.2486897,,i512-o128-c2-1,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845195.2499945,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 172.63, 'prompt_per_token_ms': 0.33716796875, 'prompt_per_second': 2965.880785494989, 'predicted_n': 128, 'predicted_ms': 1936.663, 'predicted_per_token_ms': 15.24931496062992, 'predicted_per_second': 65.57671623818909}",ok,limit,128,639,2287.7017590071773,True
512,128,False,i512-o128-c4,1788845201.595215,4,65.34508378577515,False,1788845199.6513305,1.6202926635742188,True,512,512,2117.5722120024147,,128,True,wave,measure,1788845199.476022,,i512-o128-c4-1,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845199.4776423,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 170.324, 'prompt_per_token_ms': 0.3326640625, 'prompt_per_second': 3006.035555764308, 'predicted_n': 128, 'predicted_ms': 1943.528, 'predicted_per_token_ms': 15.303370078740157, 'predicted_per_second': 65.34508378577515}",ok,limit,128,639,173.68818999966606,True
512,128,False,i512-o128-c4,1788845203.7073598,4,65.46624596441832,False,1788845201.7663922,0.5102157592773438,True,512,512,4230.826462997356,,128,True,wave,measure,1788845199.476022,,i512-o128-c4-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845199.4765322,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 171.104, 'prompt_per_token_ms': 0.3341875, 'prompt_per_second': 2992.332148868524, 'predicted_n': 128, 'predicted_ms': 1939.931, 'predicted_per_token_ms': 15.27504724409449, 'predicted_per_second': 65.46624596441832}",ok,limit,128,639,2289.859237993369,True
512,128,False,i512-o128-c4,1788845205.7726464,4,67.13282573164207,False,1788845203.8804972,2.7370452880859375,True,512,512,6293.88699199626,,128,True,wave,measure,1788845199.476022,,i512-o128-c4-2,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845199.478759,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 173.455, 'prompt_per_token_ms': 0.338779296875, 'prompt_per_second': 2951.7742353924646, 'predicted_n': 128, 'predicted_ms': 1891.772, 'predicted_per_token_ms': 14.895842519685038, 'predicted_per_second': 67.13282573164207}",ok,limit,128,639,4401.7381820012815,True
512,128,False,i512-o128-c4,1788845207.882101,4,65.52221202987812,False,1788845205.9432032,3.336668014526367,True,512,512,8402.742446000047,,128,True,wave,measure,1788845199.476022,,i512-o128-c4-3,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845199.4793587,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 170.529, 'prompt_per_token_ms': 0.333064453125, 'prompt_per_second': 3002.4218754581334, 'predicted_n': 128, 'predicted_ms': 1938.274, 'predicted_per_token_ms': 15.261999999999999, 'predicted_per_second': 65.52221202987812}",ok,limit,128,639,6463.8450060010655,True
512,128,False,i512-o128-c8,1788845210.004783,8,65.30849005228279,False,1788845208.0597684,1.6291141510009766,True,512,512,2119.8988659962197,,128,True,wave,measure,1788845207.883254,,i512-o128-c8-1,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845207.8848832,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 170.681, 'prompt_per_token_ms': 0.333361328125, 'prompt_per_second': 2999.7480680333488, 'predicted_n': 128, 'predicted_ms': 1944.617, 'predicted_per_token_ms': 15.311944881889763, 'predicted_per_second': 65.30849005228279}",ok,limit,128,639,174.8850619987934,True
512,128,False,i512-o128-c8,1788845212.1017323,8,65.9768021407654,False,1788845210.176118,0.5242824554443359,True,512,512,4217.953007995675,,128,True,wave,measure,1788845207.883254,,i512-o128-c8-0,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845207.8837783,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 171.255, 'prompt_per_token_ms': 0.334482421875, 'prompt_per_second': 2989.693731569881, 'predicted_n': 128, 'predicted_ms': 1924.919, 'predicted_per_token_ms': 15.156842519685041, 'predicted_per_second': 65.9768021407654}",ok,limit,128,639,2292.338851999375,True
512,128,False,i512-o128-c8,1788845214.232311,8,64.85114109923195,False,1788845212.2737527,3.0133724212646484,True,512,512,6346.043835001183,,128,True,wave,measure,1788845207.883254,,i512-o128-c8-3,etri-dev0005-jetagx,False,sweep,etri-dev0005-jetagx,1788845207.8862674,"{'cache_n': 0, 'prompt_n': 512, 'prompt_ms': 171.752, 'prompt_per_token_ms': 0.335453125, 'prompt_per_second': 2981.042433275886, 'predicted_n': 128, 'predicted_ms': 1958.331, 'predicted_per_token_ms': 15.419929133858266, 'predicted_per_second': 64.85114109923195}",ok,limit,128,639,4387.485929997638,True
