actual_node,completed_timestamp,dispatched_timestamp,identity_verified,latency_ms,model_digest,phase,ready_observed_at,request_id,response,scheduled_offset,selected_node,status,timestamp,tokens_per_second,ttft_ms
etri-dev0001-jetorn,1788760609.6337976,1788760609.2605073,True,394.0262794494629,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,평시,1788760608.7523801,cd4ef28ff57a-0,Edge computing reduces latency by processing data closer,0.0,nano,ok,1788760609.2397726,31.919,131.5777869873047
etri-dev0001-jetorn,1788760611.2406523,1788760610.9279764,True,1000.880241394043,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,평시,1788760609.8148181,cd4ef28ff57a-1,Edge computing reduces latency by processing data closer,1.0,nano,ok,1788760610.2397726,37.516,773.1368116455078
etri-dev0001-jetorn,1788760611.5228455,1788760611.2476685,True,283.07318687438965,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,평시,1788760609.8148181,cd4ef28ff57a-2,Edge computing reduces latency by processing data closer,2.0,nano,ok,1788760611.2397726,35.276,45.68794650268555
etri-dev0001-jetorn,1788760612.547909,1788760612.2620022,True,308.1367015838623,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,평시,1788760611.924459,cd4ef28ff57a-3,Edge computing reduces latency by processing data closer,3.0,nano,ok,1788760612.2397726,38.646,90.59567147827148
etri-dev0001-jetorn,1788760613.7845156,1788760613.5061233,True,544.7432994842529,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,평시,1788760613.0021822,cd4ef28ff57a-4,Edge computing reduces latency by processing data closer,4.0,nano,ok,1788760613.2397726,39.22,326.8907461547852
etri-dev0001-jetorn,1788760614.5575936,1788760614.2613795,True,317.8212642669678,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,평시,1788760614.0781212,cd4ef28ff57a-5,Edge computing reduces latency by processing data closer,5.0,nano,ok,1788760614.2397726,39.436,81.17392214965821
etri-dev0001-jetorn,1788760615.5402036,1788760615.2581458,True,300.4310131072998,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,평시,1788760615.208549,cd4ef28ff57a-6,Edge computing reduces latency by processing data closer,6.0,nano,ok,1788760615.2397726,39.09,87.8782509613037
etri-dev0001-jetorn,1788760616.5262315,1788760616.253053,True,286.45944595336914,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,평시,1788760615.7333457,cd4ef28ff57a-7,Edge computing reduces latency by processing data closer,7.0,nano,ok,1788760616.2397726,39.123,71.54239169311523
etri-dev0001-jetorn,1788760617.5522435,1788760617.2635386,True,312.4711513519287,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,평시,1788760616.7851505,cd4ef28ff57a-8,Edge computing reduces latency by processing data closer,8.0,nano,ok,1788760617.2397726,38.579,92.68404080200196
etri-dev0001-jetorn,1788760618.5274022,1788760618.2441628,True,287.6298427581787,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,평시,1788760617.8327322,cd4ef28ff57a-9,Edge computing reduces latency by processing data closer,9.0,nano,ok,1788760618.2397726,39.226,75.16023971557617
etri-dev0001-jetorn,1788760619.5375388,1788760619.2636473,True,297.76692390441895,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760618.889274,cd4ef28ff57a-10,Edge computing reduces latency by processing data closer,10.0,nano,ok,1788760619.2397726,39.368,82.05675967407227
etri-dev0001-jetorn,1788760619.7757084,1788760619.3389075,True,452.6031017303467,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760618.889274,cd4ef28ff57a-11,Edge computing reduces latency by processing data closer,10.083333333333334,nano,ok,1788760619.3231058,40.468,243.88866816711425
etri-dev0001-jetorn,1788760619.993913,1788760619.4144208,True,587.4738693237305,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,부하 집중,1788760618.889274,cd4ef28ff57a-12,Edge computing reduces latency by processing data closer,10.166666666666666,nano,ok,1788760619.4064393,45.374,412.120538772583
