activation_estimate_ms,activation_started_timestamp,active_requests,agent_healthy,available,block,completed_requests,concurrency,condition_id,cpu_utilization_percent,deactivation_timestamp,ewma_inference_ms,ewma_tokens_per_second,ewma_ttft_ms,excluded,failed_requests,gpu_measurement_attributable,gpu_memory_total_mib,gpu_memory_used_mib,gpu_memory_utilization_percent,gpu_metrics_reason,gpu_model,gpu_temperature_celsius,gpu_utilization_percent,healthy,idle_seconds,inference_process_rss_mib,inference_ready,inference_worker_running,last_activation,last_deactivation,last_inference_ms,last_request_timestamp,last_tokens_per_second,last_ttft_ms,management_process_rss_mib,management_runtime_running,max_concurrency,model,model_cache_bytes,model_cached,model_digest,node_id,node_state,profile_inference_ms,queue_length,ram_utilization_percent,ready_timestamp,role,rtt_ms,run_order,runtime_running,sampled_node,stage_seconds,state_changed_timestamp,target_node,temperature_celsius,timestamp,within_block_order
0.0,1788515773.810518,1,True,True,1,2,4,b01-o01-nano-c4,8.517,,378.873,17.672,145.792,False,0,False,,,,dcgm_not_available_for_node,,,,True,0.0071756839752197266,1972.973,True,True,"{'activation_required': True, 'node_state_before': 'COLD', 'node_state': 'ACTIVE', 'activation_started_timestamp': 1788515773.810518, 'ready_timestamp': 1788515838.0394592, 'worker_start_ms': 1.131, 'model_remote_download_ms': 38072.92, 'model_load_ms': 26141.371, 'cuda_initialization_ms': None, 'endpoint_ready_ms': 64229.087, 'activation_time_ms': 64229.091, 'model_digest': 'baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878', 'transition': {'timestamp': 1788515838.0394762, 'node': 'nano', 'physical_node': 'etri-dev0001-jetorn', 'old_state': 'COLD', 'new_state': 'ACTIVE', 'reason': 'orin_nano_gpu_validation'}}",{},351.656,1788515933.4160352,35.661,125.281,61.496,True,1,llama3.2:1b,1321098329,True,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,etri-dev0001-jetorn,ACTIVE,380.0,1,47.621,1788515838.0394592,nano,37.475,1,True,nano,12.0,1788515838.0394762,nano,38.593,1788515933.4232109,1
0.0,1788515773.810518,1,True,True,1,7,4,b01-o01-nano-c4,59.259,,246.55,40.366,437.121,False,0,False,,,,dcgm_not_available_for_node,,,,True,0.005855083465576172,1974.449,True,True,"{'activation_required': True, 'node_state_before': 'COLD', 'node_state': 'ACTIVE', 'activation_started_timestamp': 1788515773.810518, 'ready_timestamp': 1788515838.0394592, 'worker_start_ms': 1.131, 'model_remote_download_ms': 38072.92, 'model_load_ms': 26141.371, 'cuda_initialization_ms': None, 'endpoint_ready_ms': 64229.087, 'activation_time_ms': 64229.091, 'model_digest': 'baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878', 'transition': {'timestamp': 1788515838.0394762, 'node': 'nano', 'physical_node': 'etri-dev0001-jetorn', 'old_state': 'COLD', 'new_state': 'ACTIVE', 'reason': 'orin_nano_gpu_validation'}}",{},192.784,1788515934.504986,49.561,649.609,58.578,True,1,llama3.2:1b,1321098329,True,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,etri-dev0001-jetorn,ACTIVE,380.0,3,47.64,1788515838.0394592,nano,13.55,1,True,nano,12.0,1788515838.0394762,nano,40.406,1788515934.5108411,1
0.0,1788515773.810518,1,True,True,1,12,4,b01-o01-nano-c4,56.829,,205.346,47.514,566.19,False,0,False,,,,dcgm_not_available_for_node,,,,True,0.11659073829650879,1974.438,True,True,"{'activation_required': True, 'node_state_before': 'COLD', 'node_state': 'ACTIVE', 'activation_started_timestamp': 1788515773.810518, 'ready_timestamp': 1788515838.0394592, 'worker_start_ms': 1.131, 'model_remote_download_ms': 38072.92, 'model_load_ms': 26141.371, 'cuda_initialization_ms': None, 'endpoint_ready_ms': 64229.087, 'activation_time_ms': 64229.091, 'model_digest': 'baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878', 'transition': {'timestamp': 1788515838.0394762, 'node': 'nano', 'physical_node': 'etri-dev0001-jetorn', 'old_state': 'COLD', 'new_state': 'ACTIVE', 'reason': 'orin_nano_gpu_validation'}}",{},192.615,1788515935.4694715,49.744,608.534,43.414,True,1,llama3.2:1b,1321098329,True,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,etri-dev0001-jetorn,ACTIVE,380.0,3,47.53,1788515838.0394592,nano,14.39,1,True,nano,12.0,1788515838.0394762,nano,40.937,1788515935.5860622,1
0.0,1788515773.810518,1,True,True,1,18,4,b01-o01-nano-c4,57.099,,195.357,49.356,599.819,False,0,False,,,,dcgm_not_available_for_node,,,,True,0.04031491279602051,1974.43,True,True,"{'activation_required': True, 'node_state_before': 'COLD', 'node_state': 'ACTIVE', 'activation_started_timestamp': 1788515773.810518, 'ready_timestamp': 1788515838.0394592, 'worker_start_ms': 1.131, 'model_remote_download_ms': 38072.92, 'model_load_ms': 26141.371, 'cuda_initialization_ms': None, 'endpoint_ready_ms': 64229.087, 'activation_time_ms': 64229.091, 'model_digest': 'baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878', 'transition': {'timestamp': 1788515838.0394762, 'node': 'nano', 'physical_node': 'etri-dev0001-jetorn', 'old_state': 'COLD', 'new_state': 'ACTIVE', 'reason': 'orin_nano_gpu_validation'}}",{},192.872,1788515936.6328962,49.829,604.903,43.164,True,1,llama3.2:1b,1321098329,True,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,etri-dev0001-jetorn,ACTIVE,380.0,3,47.536,1788515838.0394592,nano,35.645,1,True,nano,12.0,1788515838.0394762,nano,41.75,1788515936.673211,1
0.0,1788515773.810518,1,True,True,1,23,4,b01-o01-nano-c4,57.276,,193.651,49.583,604.914,False,0,False,,,,dcgm_not_available_for_node,,,,True,0.15550780296325684,1974.422,True,True,"{'activation_required': True, 'node_state_before': 'COLD', 'node_state': 'ACTIVE', 'activation_started_timestamp': 1788515773.810518, 'ready_timestamp': 1788515838.0394592, 'worker_start_ms': 1.131, 'model_remote_download_ms': 38072.92, 'model_load_ms': 26141.371, 'cuda_initialization_ms': None, 'endpoint_ready_ms': 64229.087, 'activation_time_ms': 64229.091, 'model_digest': 'baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878', 'transition': {'timestamp': 1788515838.0394762, 'node': 'nano', 'physical_node': 'etri-dev0001-jetorn', 'old_state': 'COLD', 'new_state': 'ACTIVE', 'reason': 'orin_nano_gpu_validation'}}",{},192.675,1788515937.60153,49.818,605.69,43.164,True,1,llama3.2:1b,1321098329,True,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,etri-dev0001-jetorn,ACTIVE,380.0,3,47.542,1788515838.0394592,nano,32.596,1,True,nano,12.0,1788515838.0394762,nano,42.062,1788515937.7570379,1
0.0,1788515773.810518,1,True,True,1,29,4,b01-o01-nano-c4,,,192.901,49.651,605.843,False,0,False,,,,dcgm_not_available_for_node,,,,True,0.09108877182006836,1974.418,True,True,"{'activation_required': True, 'node_state_before': 'COLD', 'node_state': 'ACTIVE', 'activation_started_timestamp': 1788515773.810518, 'ready_timestamp': 1788515838.0394592, 'worker_start_ms': 1.131, 'model_remote_download_ms': 38072.92, 'model_load_ms': 26141.371, 'cuda_initialization_ms': None, 'endpoint_ready_ms': 64229.087, 'activation_time_ms': 64229.091, 'model_digest': 'baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878', 'transition': {'timestamp': 1788515838.0394762, 'node': 'nano', 'physical_node': 'etri-dev0001-jetorn', 'old_state': 'COLD', 'new_state': 'ACTIVE', 'reason': 'orin_nano_gpu_validation'}}",{},192.231,1788515938.760905,49.719,605.508,43.164,True,1,llama3.2:1b,1321098329,True,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,etri-dev0001-jetorn,ACTIVE,380.0,3,47.595,1788515838.0394592,nano,20.246,1,True,nano,12.0,1788515838.0394762,nano,42.031,1788515938.8519938,1
0.0,1788515773.810518,1,True,True,1,35,4,b01-o01-nano-c4,56.782,,193.552,49.648,607.241,False,0,False,,,,dcgm_not_available_for_node,,,,True,0.0,1974.402,True,True,"{'activation_required': True, 'node_state_before': 'COLD', 'node_state': 'ACTIVE', 'activation_started_timestamp': 1788515773.810518, 'ready_timestamp': 1788515838.0394592, 'worker_start_ms': 1.131, 'model_remote_download_ms': 38072.92, 'model_load_ms': 26141.371, 'cuda_initialization_ms': None, 'endpoint_ready_ms': 64229.087, 'activation_time_ms': 64229.091, 'model_digest': 'baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878', 'transition': {'timestamp': 1788515838.0394762, 'node': 'nano', 'physical_node': 'etri-dev0001-jetorn', 'old_state': 'COLD', 'new_state': 'ACTIVE', 'reason': 'orin_nano_gpu_validation'}}",{},193.719,1788515939.924717,49.776,608.627,43.438,True,1,llama3.2:1b,1321098329,True,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,etri-dev0001-jetorn,ACTIVE,380.0,3,47.6,1788515838.0394592,nano,15.795,1,True,nano,12.0,1788515838.0394762,nano,42.0,1788515939.9239194,1
0.0,1788515773.810518,1,True,True,1,40,4,b01-o01-nano-c4,61.997,,194.199,49.575,610.104,False,0,False,,,,dcgm_not_available_for_node,,,,True,0.08131575584411621,1974.395,True,True,"{'activation_required': True, 'node_state_before': 'COLD', 'node_state': 'ACTIVE', 'activation_started_timestamp': 1788515773.810518, 'ready_timestamp': 1788515838.0394592, 'worker_start_ms': 1.131, 'model_remote_download_ms': 38072.92, 'model_load_ms': 26141.371, 'cuda_initialization_ms': None, 'endpoint_ready_ms': 64229.087, 'activation_time_ms': 64229.091, 'model_digest': 'baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878', 'transition': {'timestamp': 1788515838.0394762, 'node': 'nano', 'physical_node': 'etri-dev0001-jetorn', 'old_state': 'COLD', 'new_state': 'ACTIVE', 'reason': 'orin_nano_gpu_validation'}}",{},193.639,1788515940.8988028,49.51,611.505,43.438,True,1,llama3.2:1b,1321098329,True,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,etri-dev0001-jetorn,ACTIVE,380.0,3,47.622,1788515838.0394592,nano,13.423,1,True,nano,12.0,1788515838.0394762,nano,42.656,1788515940.9801185,1
0.0,1788515773.810518,1,True,True,1,45,4,b01-o01-nano-c4,54.948,,193.441,49.592,610.01,False,0,False,,,,dcgm_not_available_for_node,,,,True,0.1597423553466797,1974.391,True,True,"{'activation_required': True, 'node_state_before': 'COLD', 'node_state': 'ACTIVE', 'activation_started_timestamp': 1788515773.810518, 'ready_timestamp': 1788515838.0394592, 'worker_start_ms': 1.131, 'model_remote_download_ms': 38072.92, 'model_load_ms': 26141.371, 'cuda_initialization_ms': None, 'endpoint_ready_ms': 64229.087, 'activation_time_ms': 64229.091, 'model_digest': 'baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878', 'transition': {'timestamp': 1788515838.0394762, 'node': 'nano', 'physical_node': 'etri-dev0001-jetorn', 'old_state': 'COLD', 'new_state': 'ACTIVE', 'reason': 'orin_nano_gpu_validation'}}",{},192.097,1788515941.8684042,49.801,609.957,43.438,True,1,llama3.2:1b,1321098329,True,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,etri-dev0001-jetorn,ACTIVE,380.0,3,47.622,1788515838.0394592,nano,13.92,1,True,nano,12.0,1788515838.0394762,nano,43.031,1788515942.0281465,1
0.0,1788515773.810518,1,True,True,1,51,4,b01-o01-nano-c4,57.256,,195.129,49.619,612.922,False,0,False,,,,dcgm_not_available_for_node,,,,True,0.04247879981994629,1974.383,True,True,"{'activation_required': True, 'node_state_before': 'COLD', 'node_state': 'ACTIVE', 'activation_started_timestamp': 1788515773.810518, 'ready_timestamp': 1788515838.0394592, 'worker_start_ms': 1.131, 'model_remote_download_ms': 38072.92, 'model_load_ms': 26141.371, 'cuda_initialization_ms': None, 'endpoint_ready_ms': 64229.087, 'activation_time_ms': 64229.091, 'model_digest': 'baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878', 'transition': {'timestamp': 1788515838.0394762, 'node': 'nano', 'physical_node': 'etri-dev0001-jetorn', 'old_state': 'COLD', 'new_state': 'ACTIVE', 'reason': 'orin_nano_gpu_validation'}}",{},195.599,1788515943.0406423,49.653,618.065,43.516,True,1,llama3.2:1b,1321098329,True,baf6a787fdffd633537aa2eb51cfd54cb93ff08e28040095462bb63daf552878,etri-dev0001-jetorn,ACTIVE,380.0,3,47.63,1788515838.0394592,nano,13.482,1,True,nano,12.0,1788515838.0394762,nano,43.031,1788515943.083121,1
