actual_input_tokens,actual_output_tokens,cache_prompt,completed_at,concurrency,decode_tokens_per_second,fallback,first_at,generator_delay_ms,ignore_eos,input_tokens_requested,latency_ms,method,model_sha256,output_tokens_requested,partial_response,phase,planned_at,pure_network_ms,request_id,requester,retry,run_id,runtime_revision,selected_node,sent_at,server_timings,status,stop_type,tokens_cached,ttft_ms,zero_prefix_reuse_verified
32,1,False,1788844473.9205542,1,0.0,False,1788844473.920391,0.0007152557373046875,True,32,238.3080170111498,cached-on-demand,74701a8c35f6c8d9a4b91f3f3497643001d63e0c7a84e085bed452548fa88d45,1,True,readiness_probe,1788844473.6822457,,prompt-0000,etri-ser0001-CG0MSB,False,local-rtx5060ti-20260908-a,d222767c7,etri-ser0001-CG0MSB,1788844473.6822464,"{""cache_n"": 0, ""prompt_n"": 32, ""prompt_ms"": 237.451, ""prompt_per_token_ms"": 7.42034375, ""prompt_per_second"": 134.76464617963285, ""predicted_n"": 1, ""predicted_ms"": 0.001, ""predicted_per_token_ms"": 0.0, ""predicted_per_second"": 0.0}",ok,limit,32,238.14509200747125,True
512,128,False,1788844474.5127535,1,230.39760821884508,False,1788844473.9614193,0.0011920928955078125,True,512,592.0907300023828,cached-on-demand,74701a8c35f6c8d9a4b91f3f3497643001d63e0c7a84e085bed452548fa88d45,128,True,warmup,1788844473.9206617,,prompt-0001,etri-ser0001-CG0MSB,False,local-rtx5060ti-20260908-a,d222767c7,etri-ser0001-CG0MSB,1788844473.9206629,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 40.084, ""prompt_per_token_ms"": 0.0782890625, ""prompt_per_second"": 12773.176329707612, ""predicted_n"": 128, ""predicted_ms"": 551.221, ""predicted_per_token_ms"": 4.3403228346456695, ""predicted_per_second"": 230.39760821884508}",ok,limit,639,40.75705399736762,True
512,128,False,1788844475.0458324,1,257.32619844104903,False,1788844474.5521166,0.000476837158203125,True,512,533.0287309916457,cached-on-demand,74701a8c35f6c8d9a4b91f3f3497643001d63e0c7a84e085bed452548fa88d45,128,True,measure,1788844474.5128033,,prompt-0002,etri-ser0001-CG0MSB,False,local-rtx5060ti-20260908-a,d222767c7,etri-ser0001-CG0MSB,1788844474.5128038,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 38.642, ""prompt_per_token_ms"": 0.07547265625, ""prompt_per_second"": 13249.831789244861, ""predicted_n"": 128, ""predicted_ms"": 493.537, ""predicted_per_token_ms"": 3.8861181102362203, ""predicted_per_second"": 257.32619844104903}",ok,limit,639,39.313066998147406,True
512,128,False,1788844475.5793538,1,257.2120642584597,False,1788844475.0853937,0.00095367431640625,True,512,533.4444790059933,cached-on-demand,74701a8c35f6c8d9a4b91f3f3497643001d63e0c7a84e085bed452548fa88d45,128,True,measure,1788844475.0459085,,prompt-0003,etri-ser0001-CG0MSB,False,local-rtx5060ti-20260908-a,d222767c7,etri-ser0001-CG0MSB,1788844475.0459094,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 38.752, ""prompt_per_token_ms"": 0.0756875, ""prompt_per_second"": 13212.221304706853, ""predicted_n"": 128, ""predicted_ms"": 493.756, ""predicted_per_token_ms"": 3.887842519685039, ""predicted_per_second"": 257.2120642584597}",ok,limit,639,39.484391003497876,True
512,128,False,1788844476.113934,1,256.6532816254438,False,1788844475.6189685,0.00095367431640625,True,512,534.5015720085939,cached-on-demand,74701a8c35f6c8d9a4b91f3f3497643001d63e0c7a84e085bed452548fa88d45,128,True,measure,1788844475.5794318,,prompt-0004,etri-ser0001-CG0MSB,False,local-rtx5060ti-20260908-a,d222767c7,etri-ser0001-CG0MSB,1788844475.5794327,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 38.838, ""prompt_per_token_ms"": 0.07585546875, ""prompt_per_second"": 13182.965137236726, ""predicted_n"": 128, ""predicted_ms"": 494.831, ""predicted_per_token_ms"": 3.8963070866141734, ""predicted_per_second"": 256.6532816254438}",ok,limit,639,39.535973002784885,True
512,128,False,1788844476.6493535,2,256.8801401311505,False,1788844476.1547358,0.9813308715820312,True,512,534.3680229998427,cached-on-demand,74701a8c35f6c8d9a4b91f3f3497643001d63e0c7a84e085bed452548fa88d45,128,True,measure,1788844476.114004,,c2-0,etri-ser0001-CG0MSB,False,local-rtx5060ti-20260908-a,d222767c7,etri-ser0001-CG0MSB,1788844476.1149852,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 38.773, ""prompt_per_token_ms"": 0.075728515625, ""prompt_per_second"": 13205.065380548318, ""predicted_n"": 128, ""predicted_ms"": 494.394, ""predicted_per_token_ms"": 3.8928661417322834, ""predicted_per_second"": 256.8801401311505}",ok,limit,639,39.75047399580944,True
512,128,False,1788844477.1802518,2,257.98640594465684,False,1788844476.6878576,1.2769699096679688,True,512,1064.9708290002309,cached-on-demand,74701a8c35f6c8d9a4b91f3f3497643001d63e0c7a84e085bed452548fa88d45,128,True,measure,1788844476.114004,,c2-1,etri-ser0001-CG0MSB,False,local-rtx5060ti-20260908-a,d222767c7,etri-ser0001-CG0MSB,1788844476.1152809,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 38.661, ""prompt_per_token_ms"": 0.075509765625, ""prompt_per_second"": 13243.32014174491, ""predicted_n"": 128, ""predicted_ms"": 492.274, ""predicted_per_token_ms"": 3.8761732283464565, ""predicted_per_second"": 257.98640594465684}",ok,limit,639,572.5765600072918,True
512,128,False,1788844477.717179,4,255.77456392450821,False,1788844477.2204237,0.3712177276611328,True,512,536.2825060001342,cached-on-demand,74701a8c35f6c8d9a4b91f3f3497643001d63e0c7a84e085bed452548fa88d45,128,True,measure,1788844477.1805255,,c4-1,etri-ser0001-CG0MSB,False,local-rtx5060ti-20260908-a,d222767c7,etri-ser0001-CG0MSB,1788844477.1808968,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 38.641, ""prompt_per_token_ms"": 0.075470703125, ""prompt_per_second"": 13250.174684920163, ""predicted_n"": 128, ""predicted_ms"": 496.531, ""predicted_per_token_ms"": 3.9096929133858267, ""predicted_per_second"": 255.77456392450821}",ok,limit,639,39.52692699385807,True
512,128,False,1788844478.2495248,4,257.1594611395606,False,1788844477.7555888,0.13065338134765625,True,512,1068.8684350025142,cached-on-demand,74701a8c35f6c8d9a4b91f3f3497643001d63e0c7a84e085bed452548fa88d45,128,True,measure,1788844477.1805255,,c4-0,etri-ser0001-CG0MSB,False,local-rtx5060ti-20260908-a,d222767c7,etri-ser0001-CG0MSB,1788844477.1806562,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 38.522, ""prompt_per_token_ms"": 0.07523828125, ""prompt_per_second"": 13291.106380769432, ""predicted_n"": 128, ""predicted_ms"": 493.857, ""predicted_per_token_ms"": 3.888637795275591, ""predicted_per_second"": 257.1594611395606}",ok,limit,639,574.9327210069168,True
512,128,False,1788844478.7810628,4,257.6540497333179,False,1788844478.2881174,0.6396770477294922,True,512,1599.8974300018745,cached-on-demand,74701a8c35f6c8d9a4b91f3f3497643001d63e0c7a84e085bed452548fa88d45,128,True,measure,1788844477.1805255,,c4-2,etri-ser0001-CG0MSB,False,local-rtx5060ti-20260908-a,d222767c7,etri-ser0001-CG0MSB,1788844477.1811652,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 38.508, ""prompt_per_token_ms"": 0.0752109375, ""prompt_per_second"": 13295.938506284407, ""predicted_n"": 128, ""predicted_ms"": 492.909, ""predicted_per_token_ms"": 3.881173228346457, ""predicted_per_second"": 257.6540497333179}",ok,limit,639,1106.9522040052107,True
512,128,False,1788844479.3134427,4,257.3981706489069,False,1788844478.8198526,0.9641647338867188,True,512,2131.9528789899778,cached-on-demand,74701a8c35f6c8d9a4b91f3f3497643001d63e0c7a84e085bed452548fa88d45,128,True,measure,1788844477.1805255,,c4-3,etri-ser0001-CG0MSB,False,local-rtx5060ti-20260908-a,d222767c7,etri-ser0001-CG0MSB,1788844477.1814897,"{""cache_n"": 0, ""prompt_n"": 512, ""prompt_ms"": 38.705, ""prompt_per_token_ms"": 0.075595703125, ""prompt_per_second"": 13228.265082030746, ""predicted_n"": 128, ""predicted_ms"": 493.399, ""predicted_per_token_ms"": 3.885031496062992, ""predicted_per_second"": 257.3981706489069}",ok,limit,639,1638.362789992243,True
