2026/09/04 12:04:46.164, NVIDIA GeForce RTX 5080, 0, 1673, 16303, 41.82, 48
2026/09/04 12:04:46.669, NVIDIA GeForce RTX 5080, 75, 1673, 16303, 54.36, 53
2026/09/04 12:04:47.169, NVIDIA GeForce RTX 5080, 73, 1673, 16303, 128.95, 55
2026/09/04 12:04:47.669, NVIDIA GeForce RTX 5080, 77, 1673, 16303, 192.94, 55
2026/09/04 12:04:48.169, NVIDIA GeForce RTX 5080, 77, 1673, 16303, 196.93, 55
2026/09/04 12:04:48.669, NVIDIA GeForce RTX 5080, 79, 1673, 16303, 199.12, 55
2026/09/04 12:04:49.170, NVIDIA GeForce RTX 5080, 74, 1673, 16303, 199.85, 55
2026/09/04 12:04:49.670, NVIDIA GeForce RTX 5080, 77, 1673, 16303, 197.71, 56
2026/09/04 12:04:50.170, NVIDIA GeForce RTX 5080, 73, 1673, 16303, 192.52, 55
2026/09/04 12:04:50.670, NVIDIA GeForce RTX 5080, 74, 1673, 16303, 192.71, 55
2026/09/04 12:04:51.170, NVIDIA GeForce RTX 5080, 75, 1673, 16303, 194.18, 55
2026/09/04 12:04:51.671, NVIDIA GeForce RTX 5080, 67, 1673, 16303, 189.65, 55
2026/09/04 12:04:52.171, NVIDIA GeForce RTX 5080, 80, 1673, 16303, 189.86, 56
2026/09/04 12:04:52.671, NVIDIA GeForce RTX 5080, 75, 1673, 16303, 194.89, 56
2026/09/04 12:04:53.171, NVIDIA GeForce RTX 5080, 75, 1673, 16303, 200.33, 56
2026/09/04 12:04:53.671, NVIDIA GeForce RTX 5080, 73, 1673, 16303, 198.25, 55
2026/09/04 12:04:54.171, NVIDIA GeForce RTX 5080, 73, 1673, 16303, 194.84, 55
2026/09/04 12:04:54.672, NVIDIA GeForce RTX 5080, 78, 1673, 16303, 197.30, 56
2026/09/04 12:04:55.172, NVIDIA GeForce RTX 5080, 73, 1673, 16303, 200.04, 56
2026/09/04 12:04:55.672, NVIDIA GeForce RTX 5080, 65, 1673, 16303, 197.25, 56
2026/09/04 12:04:56.172, NVIDIA GeForce RTX 5080, 77, 1673, 16303, 190.82, 56
2026/09/04 12:04:56.672, NVIDIA GeForce RTX 5080, 77, 1673, 16303, 193.38, 57
2026/09/04 12:04:57.173, NVIDIA GeForce RTX 5080, 78, 1673, 16303, 200.17, 57
2026/09/04 12:04:57.673, NVIDIA GeForce RTX 5080, 79, 1673, 16303, 201.04, 57
2026/09/04 12:04:58.173, NVIDIA GeForce RTX 5080, 78, 1673, 16303, 202.71, 57
2026/09/04 12:04:58.673, NVIDIA GeForce RTX 5080, 80, 1673, 16303, 204.10, 57
2026/09/04 12:04:59.173, NVIDIA GeForce RTX 5080, 78, 1673, 16303, 204.59, 56
2026/09/04 12:04:59.674, NVIDIA GeForce RTX 5080, 74, 1673, 16303, 202.22, 57
2026/09/04 12:05:00.174, NVIDIA GeForce RTX 5080, 78, 1673, 16303, 202.15, 57
2026/09/04 12:05:00.674, NVIDIA GeForce RTX 5080, 76, 1673, 16303, 203.22, 57
2026/09/04 12:05:01.174, NVIDIA GeForce RTX 5080, 77, 1673, 16303, 201.80, 57
2026/09/04 12:05:01.674, NVIDIA GeForce RTX 5080, 73, 1673, 16303, 200.01, 57
2026/09/04 12:05:02.174, NVIDIA GeForce RTX 5080, 73, 1673, 16303, 194.99, 56
2026/09/04 12:05:02.675, NVIDIA GeForce RTX 5080, 78, 1673, 16303, 195.98, 57
2026/09/04 12:05:03.175, NVIDIA GeForce RTX 5080, 76, 1673, 16303, 200.87, 57
2026/09/04 12:05:03.675, NVIDIA GeForce RTX 5080, 76, 1673, 16303, 200.84, 57
2026/09/04 12:05:04.175, NVIDIA GeForce RTX 5080, 75, 1673, 16303, 200.81, 57
2026/09/04 12:05:04.675, NVIDIA GeForce RTX 5080, 76, 1673, 16303, 200.87, 57
2026/09/04 12:05:05.176, NVIDIA GeForce RTX 5080, 0, 1673, 16303, 163.46, 52
2026/09/04 12:05:05.676, NVIDIA GeForce RTX 5080, 0, 1673, 16303, 85.95, 51
